"","Name","City","State","Locale","Control","Cost_att","Federal_loan","Pell_Grant","Women","Dependent","Married","pct_white","pct_black","pct_hispanic","pct_asian","Low_income","Mid1_income","Mid2_income","High1_income","High2_income","Completion_rate","Monthly_debt","Mean_earning_6","Mean_earning_7","Mean_earning_8","Mean_earning_9","Mean_earning_10","Mean_earning_male_6","Mean_earning_female_6","Mean_earning_male_10","Mean_earning_female_10"
"194","Avalon School of Cosmetology-Alameda","Alameda","CA","Suburb","Private",NA,0.0500000007,1,0.9800000191,0.2599999905,0.1099999994,38.0900001526,29.2999992371,19.9200000763,15.8199996948,0.7231404959,0.132231405,0.0785123967,NA,NA,NA,88.4514394966957,18100,21100,22000,26200,24300,NA,NA,NA,NA
"195","College of Alameda","Alameda","CA","Suburb","Public",12265,0.0399999991,1,0.5699999928,0.5099999905,0.1199999973,40.0200004578,22.75,18.2099990845,21.3799991608,0.8052530429,0.1377322229,0.0499679693,NA,NA,NA,NA,26300,29900,32800,36500,39300,25300,27400,38500,40600
"196","Allan Hancock College","Santa Maria","CA","City","Public",10601,0.0799999982,0.9800000191,0.6299999952,0.5199999809,0.200000003,67.0500030518,3.5899999142,41.4099998474,4.0399999619,0.6213307241,0.2110241357,0.1474233529,0.0143509459,0.0058708415,NA,108.567434065732,25700,29500,30800,32500,33200,23500,29200,29400,40000
"197","American Academy of Dramatic Arts-Los Angeles","Los Angeles","CA","City","Private",51538,0.9499999881,0.4600000083,0.5899999738,0.7699999809,0.0299999993,73.3099975586,8.3699998856,17.7900009155,5.5399999619,0.4120481928,0.134939759,0.1325301205,0.1373493976,0.1831325301,NA,124.077067503693,25900,NA,33600,NA,34100,NA,NA,37700,29900
"198","American Baptist Seminary of the West","Berkeley","CA","City","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","American Film Institute Conservatory","Los Angeles","CA","City","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","American Beauty College","West Covina","CA","Suburb","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7459016393,0.1475409836,NA,NA,NA,NA,54.8007048141314,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","American Career College-Los Angeles","Los Angeles","CA","City","Private",NA,0.8799999952,0.8399999738,0.7900000215,0.3600000143,0.1899999976,40.1599998474,13.8999996185,49.7799987793,12.0900001526,0.7398373984,0.1304778901,0.075351973,0.0311322625,0.0232004759,NA,98.2276784404242,29100,31400,32200,31400,31900,27800,33500,30700,36800
"202","American Conservatory Theater","San Francisco","CA","City","Private",NA,1,0.2700000107,0.400000006,0.1299999952,0,70.5199966431,12.5900001526,13.0900001526,7.6500000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","American River College","Sacramento","CA","Suburb","Public",13250,0.2300000042,0.9599999785,0.6399999857,0.3600000143,0.25,69.1299972534,8.8299999237,14.9799995422,7.7600002289,0.7870348424,0.1287034842,0.0722920123,0.0093624082,0.0026072529,NA,126.48623056439,27100,30200,32300,32900,34100,25900,29000,31400,38400
"204","Antelope Valley College","Lancaster","CA","Suburb","Public",11490,0.3100000024,0.9800000191,0.6399999857,0.400000006,0.1700000018,61.4000015259,13.8100004196,29.5400009155,3.4400000572,0.786788089,0.1260479907,0.073865279,0.011274935,0.0020237063,NA,113.737311878385,26200,29100,30300,31300,32700,24400,28900,31000,36400
"205","Art Center College of Design","Pasadena","CA","City","Private",59787,0.9499999881,0.7099999785,0.349999994,0.5799999833,0.0399999991,60.4799995422,5.1999998093,26.6599998474,16.4599990845,0.4822335025,0.1590524535,0.1336717428,0.0913705584,0.1336717428,NA,323.117363290869,44800,46600,52800,54700,59500,37100,48900,49300,65300
"206","Associated Technical College-Los Angeles","Los Angeles","CA","City","Private",NA,0.0099999998,1,0.7099999785,0.1400000006,0.3100000024,32.8100013733,13.3599996567,59.4300003052,13.5500001907,0.9369047619,0.0476190476,NA,NA,NA,NA,98.2276784404242,23700,25700,25600,26100,27300,23300,24500,24000,34500
"207","Associated Technical College-San Diego","San Diego","CA","City","Private",NA,0.0399999991,0.9900000095,0.2300000042,0.2899999917,0.1099999994,50.4199981689,11.0399999619,40.0499992371,11.3599996567,0.9526627219,NA,NA,NA,NA,NA,98.2276784404242,20800,19700,18900,21500,22500,NA,NA,17900,23900
"208","Azusa Pacific University","Azusa","CA","Suburb","Private",46441,0.9800000191,0.349999994,0.6600000262,0.6399999857,0.1899999976,68.4199981689,4.3400001526,27.7800006866,8.4899997711,0.3532526475,0.1535552194,0.1674230963,0.1364094806,0.1893595562,NA,232.644501569425,43500,48200,49200,51700,52200,41600,46900,47400,61400
"209","Bakersfield College","Bakersfield","CA","City","Public",9627,0.0700000003,0.9900000095,0.6600000262,0.5,0.1800000072,56.6899986267,5.9699997902,44.3699989319,3.8499999046,0.7377128954,0.1721411192,0.0779805353,NA,NA,NA,92.5925116246314,26800,28500,30100,32900,35300,23000,32800,30100,43500
"210","Barstow Community College","Barstow","CA","Town","Public",14776,0,1,0.6499999762,0.200000003,0.4499999881,62.5099983215,10.75,28.8899993896,3.0199999809,0.7664504171,0.1468952734,0.077849861,NA,NA,NA,NA,26900,30200,30900,33800,36000,22100,34400,28400,47200
"211","Bellus Academy-National City","National City","CA","Suburb","Private",NA,0.8999999762,0.8600000143,0.9300000072,0.3600000143,0.2300000042,45.3800010681,10.279999733,47.3499984741,13.3199996948,0.7176470588,0.1568627451,0.0705882353,NA,NA,NA,153.886582971456,17500,19400,19800,20700,19200,NA,NA,NA,NA
"212","Bethesda University of California","Anaheim","CA","City","Private",19118,0.4399999976,1,0.5,0.0599999987,0.6299999952,46.0999984741,4.1300001144,37.7799987793,24.9799995422,0.6590909091,0.1439393939,0.1060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Biola University","La Mirada","CA","Suburb","Private",47468,0.9700000286,0.4300000072,0.6100000143,0.7900000215,0.0900000036,70.0699996948,4.2899999619,24.8199996948,8.6199998856,0.2859801489,0.1284119107,0.1674937965,0.1532258065,0.2648883375,NA,253.324012820041,36300,41700,43000,44400,46800,33000,41500,39700,57400
"214","Brooks Institute","Santa Barbara","CA","Suburb","Private",32221,0.9900000095,0.4799999893,0.4799999893,0.7300000191,0.0399999991,76.5699996948,5.1199998856,18.1399993896,5.6700000763,0.5568181818,0.0681818182,0.1420454545,0.1079545455,0.125,NA,320.532424384542,26800,28900,31600,34100,36100,25100,28300,32600,39200
"215","Brownson Technical School","Anaheim","CA","City","Private",NA,0.7300000191,0.7599999905,0.0299999993,0.2399999946,0.3199999928,57.75,3.5499999523,40.4300003052,12.8400001526,0.6435643564,0.1716171617,0.099009901,0.0495049505,0.0363036304,NA,97.1316643441416,36300,47700,47700,NA,NA,NA,NA,NA,NA
"216","Bryan University","Los Angeles","CA","City","Private",23421,0.9599999785,0.6200000048,0.9200000167,0.2399999946,0.2199999988,50.5,11.6700000763,39.2799987793,11.3199996948,0.7535934292,0.1338809035,0.0661190965,0.0291581109,0.01724846,NA,209.400730923733,38700,34700,36400,39800,40800,NA,NA,NA,NA
"217","Butte College","Oroville","CA","Rural","Public",11383,0.3799999952,0.9200000167,0.5500000119,0.4900000095,0.1599999964,80.8099975586,1.9299999475,14.2399997711,3.8900001049,0.7223801402,0.161644874,0.0888762554,0.018002653,0.0090960773,NA,144.529104130552,26000,29700,31500,34700,36400,23500,28700,31100,42400
"218","Phillips Graduate Institute","Chatsworth","CA","City","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","California Institute of Integral Studies","San Francisco","CA","City","Private",NA,0.9700000286,0.5299999714,0.6999999881,0.0099999998,0.2199999988,65.1100006104,7.5900001526,16.3999996185,14.6599998474,0.7368421053,0.1052631579,NA,NA,NA,NA,193.870417974521,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Cabrillo College","Aptos","CA","Suburb","Public",14329,0.2099999934,0.9499999881,0.5899999738,0.4499999881,0.1400000006,70.0599975586,1.6399999857,32.5200004578,4.2100000381,0.7170542636,0.1610288936,0.1057082452,0.0119802678,0.0042283298,NA,108.567434065732,28600,33300,36000,38000,40800,27300,30400,36400,47300
"221","California Baptist University","Riverside","CA","City","Private",41760,0.9700000286,0.4900000095,0.6800000072,0.6399999857,0.1899999976,65.8300018311,7.1399998665,31.1499996185,5.0799999237,0.3837781809,0.1661052086,0.1637729982,0.1243845556,0.1619590568,NA,279.173401883311,36600,39500,41500,43100,44200,33700,42900,39500,53500
"222","California College of the Arts","San Francisco","CA","City","Private",56984,0.9599999785,0.5600000024,0.6100000143,0.6200000048,0.0500000007,69.1100006104,7.9699997902,15.5699996948,10.720000267,0.4180138568,0.1501154734,0.1570438799,0.1200923788,0.1547344111,NA,289.513157508618,34000,33600,36700,45000,49700,32100,36700,49000,50700
"223","University of California-Hastings College of Law","San Francisco","CA","City","Public",NA,1,0,0.5799999833,0.0099999998,0.0599999987,64.7399978638,6.6500000954,17.5100002289,14.9799995422,NA,NA,NA,NA,NA,NA,NA,104300,111000,111000,121800,122900,101700,107800,111200,137800
"224","California Institute of Technology","Pasadena","CA","City","Private",60990,0.8299999833,0.4900000095,0.3100000024,0.9100000262,0.0099999998,72.1200027466,5.5199999809,16.25,11.3900003433,0.2338709677,NA,0.2177419355,NA,0.3064516129,NA,148.375493223167,64000,66900,72200,94800,95000,NA,NA,NA,NA
"225","California Lutheran University","Thousand Oaks","CA","City","Private",52386,0.9599999785,0.3600000143,0.5799999833,0.8000000119,0.0700000003,74.0599975586,3.4200000763,22.5499992371,6.5300002098,0.2707641196,0.1337209302,0.165282392,0.134551495,0.2956810631,NA,237.814379382079,39900,45300,48100,54600,55700,39300,40600,50100,63000
"226","California Polytechnic State University-San Luis Obispo","San Luis Obispo","CA","Suburb","Public",24580,0.9200000167,0.4799999893,0.4399999976,0.8500000238,0.0299999993,73.4100036621,3.3800001144,20.6399993896,8.3100004196,0.2422307365,0.1149425287,0.1424010217,0.1424010217,0.3580246914,NA,193.001878501995,48100,54800,60000,61800,66000,41600,53100,55800,73600
"227","Alliant International University","San Diego","CA","City","Private",29341,0.9900000095,0.1400000006,0.7599999905,0.1299999952,0.1400000006,65.2200012207,8.470000267,23.2000007629,10.0100002289,0.7032967033,0.1497252747,0.0782967033,0.043956044,0.0247252747,NA,41.3590225012312,54000,54200,55100,55200,58200,51900,60400,57100,60500
"228","California State University-Bakersfield","Bakersfield","CA","City","Public",16154,0.7599999905,0.7900000215,0.6700000167,0.5299999714,0.1800000072,60.1599998474,7.3299999237,38.3199996948,4.1500000954,0.5450549451,0.2131868132,0.1296703297,0.0666666667,0.0454212454,NA,136.153902074053,37200,41400,43800,47200,48100,34200,43000,44100,55900
"229","California State University-Stanislaus","Turlock","CA","Suburb","Public",16594,0.7300000191,0.75,0.6899999976,0.5799999833,0.1599999964,64.7799987793,3.9000000954,32.9900016785,6.5,0.5240655402,0.1812596006,0.1653865847,0.0793650794,0.0499231951,NA,155.096334379617,33300,38600,40100,43500,45100,31400,37500,41500,52800
"230","California State University-San Bernardino","San Bernardino","CA","City","Public",16138,0.75,0.7799999714,0.6800000072,0.5500000119,0.150000006,58.1300010681,9.720000267,39.5800018311,4.7199997902,0.5410304159,0.1901924271,0.1451272502,0.0734947238,0.0501551831,NA,170.605967817578,35300,40500,42300,45500,46500,33800,38200,43700,51500
"231","California State Polytechnic University-Pomona","Pomona","CA","Suburb","Public",21709,0.6899999976,0.7400000095,0.4600000083,0.7099999785,0.0700000003,52.3600006104,5.5500001907,40.9799995422,15.6599998474,0.4985614468,0.1687902452,0.1418002466,0.0883682696,0.1024797918,NA,196.455356880848,39200,45200,48100,52500,55000,34700,42700,48100,60700
"232","California State University-Chico","Chico","CA","City","Public",21756,0.8700000048,0.6700000167,0.5500000119,0.6700000167,0.0900000036,77.5199966431,2.7200000286,16.8400001526,5.6100001335,0.4820883534,0.166746988,0.139437751,0.0875502008,0.1241767068,NA,175.775845630232,37700,42900,45900,47700,50500,35400,40200,44600,57100
"233","California State University-Dominguez Hills","Carson","CA","City","Public",13349,0.7200000286,0.7799999714,0.6899999976,0.4600000083,0.1400000006,38.2599983215,21.1800003052,45.4700012207,8.9300003052,0.6504243948,0.1736875196,0.1097139264,0.042753851,0.0234203081,NA,144.363668040547,36500,40900,42500,45500,45800,35800,37800,45000,47700
"234","California State University-Fresno","Fresno","CA","City","Public",16236,0.6999999881,0.8000000119,0.6100000143,0.6600000262,0.1199999973,58.0600013733,5.0799999237,40.8300018311,6.9600000381,0.5350462024,0.215010142,0.1409736308,0.0635564571,0.0454135677,NA,155.096334379617,34500,38700,40700,45600,47200,31000,39900,42600,53900
"235","California State University-Fullerton","Fullerton","CA","Suburb","Public",16337,0.7099999785,0.6899999976,0.6000000238,0.6299999952,0.0900000036,57.7700004578,4.2699999809,37.3800010681,13.7899999619,0.5121631583,0.1846179048,0.1459578999,0.0779752641,0.0792857728,NA,155.096334379617,36400,41200,43800,47700,49700,34200,39800,46300,55300
"236","California State University-East Bay","Hayward","CA","City","Public",19842,0.7200000286,0.6899999976,0.6499999762,0.4600000083,0.1099999994,50.0900001526,12.8400001526,22.2800006866,19.2999992371,0.5729794934,0.1664656212,0.1349302085,0.0687575392,0.0568671377,NA,168.868888872527,42100,47000,48400,52700,54800,41000,44200,51400,61600
"237","California State University-Long Beach","Long Beach","CA","City","Public",17718,0.7200000286,0.7099999785,0.6200000048,0.6700000167,0.0599999987,53.6699981689,8.3100004196,36.7000007629,13.0799999237,0.5453222285,0.1714239508,0.1376243228,0.0730977602,0.0725317377,NA,155.096334379617,37300,42600,45300,48300,50200,35700,39800,46600,55900
"238","California State University-Los Angeles","Los Angeles","CA","City","Public",13734,0.5600000024,0.8299999833,0.6399999857,0.5099999905,0.1099999994,42.6899986267,8.7299995422,52.0499992371,14.8800001144,0.6504180751,0.1753246753,0.1109233233,0.0410069383,0.0223269881,NA,133.589642678976,36800,40300,42200,45900,46800,35700,38800,44500,50700
"239","California State University-Northridge","Northridge","CA","City","Public",16793,0.6800000072,0.7699999809,0.6200000048,0.6499999762,0.0900000036,57.3699989319,7.8899998665,36.7900009155,9.4600000381,0.5930239879,0.1805704212,0.1245986275,0.054271863,0.0475351004,NA,146.788340734682,35000,39700,41900,45500,47500,33100,37900,44100,52700
"240","California State University-Sacramento","Sacramento","CA","City","Public",17927,0.7599999905,0.7300000191,0.6100000143,0.5699999928,0.1199999973,64.8399963379,7.8899998665,19.7999992371,10.4200000763,0.537870084,0.1749889527,0.1391073796,0.0734423332,0.0745912506,NA,162.851151098598,38700,43000,45200,48100,50300,36300,42200,46300,56300
"241","University of California-Berkeley","Berkeley","CA","City","Public",33993,0.8399999738,0.6700000167,0.5500000119,0.8199999928,0.0399999991,59.2599983215,6.8099999428,23.5699996948,16.6900005341,0.4570653811,0.1554685146,0.150949081,0.0878276589,0.1486893643,NA,146.82452987937,51600,57600,62500,72600,78600,45000,59000,71500,87400
"242","University of California-Davis","Davis","CA","Suburb","Public",33271,0.8899999857,0.6200000048,0.5799999833,0.8399999738,0.0299999993,59.1300010681,6.5199999809,22.3199996948,16.9599990845,0.4490997622,0.183557921,0.1468689843,0.0985165893,0.1219567433,NA,151.746253557017,42400,49900,54800,62900,66200,40500,44900,61200,73000
"243","University of California-Irvine","Irvine","CA","City","Public",30796,0.8500000238,0.5799999833,0.5400000215,0.8700000048,0.0299999993,58.4000015259,4.3699998856,28.7099990845,17.7399997711,0.4344490934,0.1928172943,0.1718967922,0.0972803347,0.1035564854,NA,175.775845630232,39700,47700,52000,57700,61800,36800,42700,56500,67800
"244","University of California-Los Angeles","Los Angeles","CA","City","Public",32594,0.8600000143,0.6600000262,0.5799999833,0.7900000215,0.0399999991,58.0400009155,5.8000001907,29.7700004578,15.5799999237,0.4605450237,0.1662322275,0.1441943128,0.0883886256,0.1406398104,NA,168.538016692517,46800,54900,60000,65900,70200,43500,51200,64800,77800
"245","University of California-Riverside","Riverside","CA","City","Public",30943,0.8600000143,0.6999999881,0.5699999928,0.8899999857,0.0299999993,53.9000015259,7.0399999619,36.5499992371,14.4099998474,0.4164354604,0.2034614876,0.1738670894,0.0984277976,0.1078081649,NA,197.582390244007,34200,40600,43800,49300,52600,31800,37300,49900,56100
"246","University of California-San Diego","La Jolla","CA","City","Public",30837,0.8899999857,0.6600000262,0.5400000215,0.8600000143,0.0299999993,60.1500015259,4.6399998665,26.2900009155,16.8700008392,0.4283671719,0.1727194738,0.1587074635,0.1045181584,0.1356877323,NA,191.285479068194,42000,51400,56800,63800,69700,38900,45200,60900,79500
"247","University of California-San Francisco","San Francisco","CA","City","Public",NA,1,0,0.6700000167,0.0299999993,0.0900000036,60.1800003052,6.0900001526,17.3899993896,20.2900009155,NA,NA,NA,NA,NA,NA,NA,98400,120100,130600,130900,138800,98400,98500,119400,178100
"248","University of California-Santa Barbara","Santa Barbara","CA","Suburb","Public",34496,0.9100000262,0.5799999833,0.5699999928,0.8899999857,0.0099999998,63.8199996948,4.9400000572,30.1700000763,10.3800001144,0.4140709747,0.1938633194,0.1625600496,0.0912753758,0.1382302805,NA,170.099319791938,38100,46000,50300,54900,58900,36400,40300,54500,64400
"249","University of California-Santa Cruz","Santa Cruz","CA","City","Public",34124,0.9300000072,0.5500000119,0.5600000024,0.8799999952,0.0199999996,64.8199996948,5.0799999237,22.8700008392,13.029999733,0.3935969868,0.1777092964,0.1672658791,0.1073446328,0.1540832049,NA,206.376352403331,32900,38600,42200,46700,50100,31200,34900,45900,55300
"250","Sofia University","Palo Alto","CA","City","Private",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","California Beauty School","Modesto","CA","City","Private",NA,0.0199999996,1,0.9800000191,0.5199999809,0.2199999988,70.25,2.6500000954,29.6900005341,4.2199997902,0.5714285714,0.1758241758,0.1208791209,NA,NA,NA,93.5334293865345,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","California Christian College","Fresno","CA","City","Private",NA,0.7599999905,0.9100000262,0.5500000119,0.6700000167,0.150000006,61.75,6.6399998665,31.1800003052,7.5900001526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Le Cordon Bleu College of Culinary Arts-San Francisco","San Francisco","CA","City","Private",21272,0.9900000095,0.400000006,0.4499999881,0.5299999714,0.1000000015,64.1299972534,6.8600001335,19.0300006866,13.9899997711,0.6167247387,0.1289198606,0.0940766551,0.0905923345,0.0696864111,NA,153.653938469886,32700,35900,37800,39500,40400,31000,34000,37500,42100
"254","California Hair Design Academy","La Mesa","CA","Suburb","Private",NA,0.6399999857,0.6700000167,0.9700000286,0.4399999976,0.2099999934,67.1299972534,7.8099999428,24.2000007629,7.3200001717,0.6823899371,0.1635220126,0.0849056604,NA,NA,NA,59.0917033986341,20200,20200,20200,20200,21700,NA,NA,NA,NA
"255","California Institute of the Arts","Valencia","CA","Suburb","Private",62437,0.9900000095,0.400000006,0.4900000095,0.5699999928,0.0500000007,70.2600021362,7.2399997711,21.1100006104,7.8699998856,0.3279742765,0.1318327974,0.115755627,0.1414790997,0.2829581994,NA,294.683035321272,31800,38700,42200,48200,51800,28900,34800,37000,61800
"256","California Maritime Academy","Vallejo","CA","City","Public",22023,0.9700000286,0.5199999809,0.150000006,0.75,0.0199999996,69.1999969482,5.4200000763,16.3700008392,11.1499996185,0.3161953728,0.1002570694,0.1336760925,0.1542416452,0.2956298201,NA,263.932602091607,64900,72300,77100,82000,83300,NA,NA,NA,NA
"257","California Western School of Law","San Diego","CA","City","Private",NA,1,0,0.5099999905,0,0.0599999987,75.25,4.7800002098,19.4400005341,6.8299999237,NA,NA,NA,NA,NA,NA,NA,78300,75400,86300,84800,89400,78500,78000,84500,94200
"258","Canada College","Redwood City","CA","Suburb","Public",9733,0.0299999993,1,0.6999999881,0.3300000131,0.1899999976,61.0900001526,5.3600001335,30.8099994659,11.7100000381,0.6898002103,0.1766561514,0.1114616193,NA,NA,NA,NA,29800,32600,33200,34400,35600,28500,33200,32800,40300
"259","College of the Canyons","Santa Clarita","CA","Suburb","Public",11215,0.3400000036,0.8899999857,0.6200000048,0.5699999928,0.1199999973,68.2300033569,5.4200000763,30.8199996948,6.3000001907,0.6464582004,0.1940012763,0.1216762391,0.0259519251,0.0119123591,NA,105.434488111263,32700,39200,41000,40900,41200,32200,33400,37900,46000
"260","Career Academy of Beauty","Garden Grove","CA","Suburb","Private",NA,0.6600000262,0.8199999928,0.9300000072,0.3000000119,0.2599999905,61.4900016785,3.8699998856,32.2999992371,13.1800003052,0.7276422764,0.1382113821,0.0569105691,NA,NA,NA,65.4816723750744,23800,21600,22100,23000,24700,NA,NA,NA,NA
"261","Casa Loma College-Van Nuys","Van Nuys","CA","City","Private",NA,0.9599999785,0.7300000191,0.7699999809,0.3100000024,0.2700000107,44.7900009155,16.3299999237,42.6599998474,9.8100004196,0.5985037406,0.1995012469,0.102244389,0.0448877805,0.0548628429,NA,189.424323055639,43600,46900,48300,50300,49500,42800,46600,47000,59900
"262","CET-San Diego","San Diego","CA","City","Private",NA,0.5799999833,0.9599999785,0.4900000095,0.1700000018,0.349999994,45.7299995422,17.8799991608,49.2999992371,6.2600002289,0.8184365368,0.1210423088,0.0431493416,NA,NA,NA,58.0835772251666,21900,23700,24000,23500,24000,18300,25300,21000,26800
